name,objname,ra,dec,z,z_err,v_helio,v_helio_err,h_dist,h_dist_err,z_indep_dist,type,morph,a_v,a_k,posn_ref,z_ref,sep,offset,host,galex_ra,galex_dec,morph_ref
PSc000022,WISEA J022434.58-042342.4,02h24m34.579s,-04d23m42.50s,0.27644,,82874.338908,,1180.47,82.63,,G,,0.067,0.006999999999999999,2008MNRAS.386..697R,2008MNRAS.386..697R,0.026000000000000002,8.87039904520776,,2h24m34.669s,-4d23m41.75s,
PSc000200,WISEA J100231.49+024203.8,10h02m31.496s,+02d42m03.83s,0.4439,,133077.89075,,1906.1,133.43,,G,,0.055,0.006,2007SDSS6.C...0000:,2008ApJS..176...19F,0.012,6.828464122604427,,10h02m31.517s,2d42m04.5s,
PSc000210,WISEA J095752.65+030032.2,09h57m52.718s,+03d00m31.83s,,,,,,,,G,,0.066,0.006999999999999999,2007SDSS6.C...0000:,,0.018000000000000002,,,9h57m52.693s,3d00m30.82s,
PSc000418,WISEA J095826.10+014151.4,09h58m26.102s,+01d41m51.56s,0.5697,,170791.78725,,2444.85,171.14,,G,,0.054000000000000006,0.006,2007SDSS6.C...0000:,2008ApJS..176...19F,0.23199999999999998,164.84321744995486,,9h58m25.701s,1d41m39s,
PSc000552,COSMOS 2349984,10h00m26.894s,+02d29m07.04s,0.32,,95933.6,,1375.45,96.28,,VisS,,0.048,0.005,2007ApJS..172...99C,2007ApJS..172...99C,0.146,58.15427099827137,,10h00m26.58s,2d28m59.67s,
PSc010014,WISEA J100154.27+010904.0,10h01m54.262s,+01d09m03.79s,,,,,,,,G,,0.065,0.006999999999999999,2007SDSS6.C...0000:,,0.057,,,10h01m54.194s,1d09m07.1s,
PSc010055,WISEA J100502.95+015753.7,10h05m02.966s,+01d57m53.55s,,,,,,,,G,,0.098,0.011000000000000001,2007SDSS6.C...0000:,,0.006,,,10h05m02.987s,1d57m53.74s,
PSc010218,WISEA J095432.78+015638.4,09h54m32.788s,+01d56m38.38s,0.335,0.0,100430.4875,0.0,1439.66,100.78,,*,,0.08,0.009000000000000001,2007SDSS6.C...0000:,2009ApJS..180...67R,0.08,33.73708119307474,,9h54m32.47s,1d56m37.52s,
PSc020104,COSMOS 2120310,09h58m36.936s,+02d17m37.82s,0.29,,86939.825,,1246.96,87.29,,VisS,,0.054000000000000006,0.006,2007ApJS..172...99C,2007ApJS..172...99C,0.04,14.75018213559364,,9h58m36.773s,2d17m37.7s,
PSc020194,SDSS J095834.81+004951.6,09h58m34.817s,+00d49m51.63s,,,,,,,,G,,0.073,0.008,2007SDSS6.C...0000:,,0.006999999999999999,,,9h58m34.81s,0d49m52.09s,
PSc030007,WISEA J140923.61+533706.5,14h09m23.642s,+53d37m06.97s,,,,,,,,G,,0.027000000000000003,0.003,2007SDSS6.C...0000:,,0.001,,,14h09m23.651s,53d37m06.96s,
PSc030216,WISEA J141456.63+541243.0,14h14m56.636s,+54d12m43.24s,,,,,,,,G,,0.040999999999999995,0.005,2007SDSS6.C...0000:,,0.033,,,14h14m56.573s,54d12m41.36s,
PSc040121,SDSS J103903.89+583526.8,10h39m03.895s,+58d35m26.81s,,,,,,,,G,,0.023,0.003,2007SDSS6.C...0000:,,0.023,,,10h39m04.002s,58d35m25.74s,
PSc040139,SDSS J141709.87+530511.3,14h17m09.874s,+53d05m11.39s,0.2666,1e-05,79924.6805,2.997925,1143.45,80.04,,G,,0.027999999999999997,0.003,2007SDSS6.C...0000:,2009ApJ...703L.162F,0.004,2.0772534760571832,,14h17m09.899s,53d05m11.39s,
PSc040147,WISEA J141540.49+541343.7,14h15m40.471s,+54d13m43.69s,,,,,,,,G,,0.043,0.005,2007SDSS6.C...0000:,,0.004,,,14h15m40.447s,54d13m43.84s,
PSc040316,WISEA J141123.45+522604.0,14h11m23.453s,+52d26m03.95s,,,,,,,,G,,0.053,0.006,2007SDSS6.C...0000:,,0.012,,,14h11m23.481s,52d26m04.6s,
PSc040318,WISEA J141719.78+530645.1,14h17m19.792s,+53d06m45.14s,0.309,0.0,92635.8825,0.0,1325.04,92.75,,G,,0.028999999999999998,0.003,2007SDSS6.C...0000:,2005ApJS..158..161H,0.003,1.068553928764951,,14h17m19.798s,53d06m45.28s,
PSc040477,WISEA J162033.94+544823.8,16h20m33.963s,+54d48m23.89s,,,,,,,,G,,0.026000000000000002,0.003,2007SDSS6.C...0000:,,0.008,,,16h20m34.011s,54d48m24.17s,
PSc040511,WISEA J160739.87+550727.9,16h07m39.871s,+55d07m27.96s,,,,,,,,G,,0.022000000000000002,0.002,2007SDSS6.C...0000:,,0.039,,,16h07m40.019s,55d07m29.93s,
PSc040512,WISEA J160801.00+541325.1,16h08m01.065s,+54d13m24.93s,,,,,,,,G,,0.022000000000000002,0.002,2007SDSS6.C...0000:,,0.012,,,16h08m01.032s,54d13m24.24s,
PSc040540,WISEA J140837.47+523936.5,14h08m37.455s,+52d39m36.70s,,,,,,,,G,,0.024,0.003,2007SDSS6.C...0000:,,0.008,,,14h08m37.451s,52d39m37.15s,
PSc040693,WISEA J141527.83+522349.9,14h15m27.839s,+52d23m50.04s,,,,,,,,G,,0.036000000000000004,0.004,2007SDSS6.C...0000:,,0.004,,,14h15m27.863s,52d23m50.02s,
PSc040783,SDSS J161106.81+544948.8,16h11m06.816s,+54d49m48.91s,0.32878,1e-05,98566.67752699999,3.897302,1408.36,98.59,,G,,0.021,0.002,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.018000000000000002,10.221702705740057,,16h11m06.899s,54d49m49.74s,
PSc050004,RCS 06200601869,14h10m47.399s,+53d50m33.18s,0.428,0.0,128311.19,0.0,1834.7,128.43,,G,,0.035,0.004,2005ApJS..158..161H,2005ApJS..158..161H,0.40399999999999997,311.55969186419105,,14h10m49.486s,53d50m17.45s,
PSc050298,WISEA J161237.82+554313.4,16h12m37.859s,+55d43m14.45s,,,,,,,,G,,0.025,0.003,2007SDSS6.C...0000:,,0.024,,,16h12m38.024s,55d43m14.67s,
PSc050617,SDSS J141826.08+535450.6,14h18m26.086s,+53d54m50.66s,0.416,0.0,124713.68,0.0,1783.23,124.83,,*,,0.027999999999999997,0.003,2007SDSS6.C...0000:,2005ApJS..158..161H,0.129,68.9642005274429,,14h18m25.922s,53d54m43.07s,
PSc050625,WISEA J160718.09+534947.5,16h07m18.120s,+53d49m47.60s,,,,,,,,G,,0.031,0.003,2004AJ....128....1F,,0.012,,,16h07m18.197s,53d49m47.77s,
PSc050656,WISEA J161650.39+543846.0,16h16m50.342s,+54d38m45.91s,,,,,,,,G,,0.027000000000000003,0.003,2007SDSS6.C...0000:,,0.015,,,16h16m50.373s,54d38m46.73s,
PSc050665,SDSS J161035.97+545726.0,16h10m35.971s,+54d57m26.01s,0.58435,0.00018999999999999998,175184.946545,56.660782999999995,2502.91,175.21,,G,,0.02,0.002,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.21100000000000002,267.60067308157556,,16h10m34.502s,54d57m25.53s,
PSc051109,WISEA J161211.21+540033.1,16h12m11.345s,+54d00m33.20s,,,,,,,,G,,0.026000000000000002,0.003,2007SDSS6.C...0000:,,0.031,,,16h12m11.536s,54d00m32.46s,
PSc052136,WISEA J141254.60+524733.9,14h12m54.639s,+52d47m34.41s,,,,,,,,G,,0.027999999999999997,0.003,2007SDSS6.C...0000:,,0.043,,,14h12m54.447s,52d47m32.5s,
PSc060015,WISEA J160349.96+541237.3,16h03m49.959s,+54d12m37.32s,,,,,,,,G,,0.023,0.003,2007SDSS6.C...0000:,,0.046,,,16h03m50.262s,54d12m36.57s,
PSc060199,GALEXMSC J140939.36+533835.1  ,14h09m39.37s,+53d38m35.2s,,,,,,,,UvS,,0.027000000000000003,0.003,2012GMSC..C...0000S,,0.031,,,14h09m39.159s,53d38m35.01s,
PSc060238,CFHTLS J221443.52+004733.4,22h14m43.524s,+00d47m33.45s,0.35,0.0,104927.375,0.0,1493.86,104.57,,*,,0.122,0.013000000000000001,2017AJ....153...53L,2017AJ....153...53L,0.428,186.7167685915501,,22h14m42.32s,0d47m51.7s,
PSc060242,WISEA J141236.30+540300.4,14h12m36.282s,+54d03m00.42s,0.087,0.0,26081.9475,0.0,374.26,26.2,,G,,0.04,0.004,2007SDSS6.C...0000:,2005ApJS..158..161H,0.035,6.342834814314839,,14h12m36.512s,54d02m59.78s,
PSc060249,[LYY2017] 106400,22h19m51.466s,+00d54m46.61s,0.34,0.0,101929.45,0.0,1451.0,101.57,,*,,0.17800000000000002,0.02,2017AJ....153...53L,2017AJ....153...53L,0.9129999999999999,387.11757345067116,,22h19m51.403s,0d53m51.82s,
PSc061190,GALEXMSC J022243.48-045711.8  ,02h22m43.375s,-04d57m13.03s,0.8197,,245740.21204299998,,3507.1,245.5,,G,,0.067,0.006999999999999999,2008MNRAS.386..697R,2008MNRAS.386..697R,0.067,68.66701573295319,,2h22m43.622s,-4d57m11.44s,
PSc061191,WISEA J022506.54-050003.6,02h25m06.496s,-05d00m03.71s,0.39959,,119793.185698,,1707.9,119.55,,VisS,,0.07400000000000001,0.008,2008MNRAS.386..697R,2008MNRAS.386..697R,0.011000000000000001,5.53850686305914,,2h25m06.486s,-5d00m03.06s,
PSc061192,SSTSL2 J022030.90-045948.9,02h20m30.907s,-04d59m48.95s,,,,,,,,IrS,,0.061,0.006999999999999999,2013SSTSLC4.2....0C,,0.052000000000000005,,,2h20m30.796s,-4d59m51.58s,
PSc061197,WISEA J022154.59-041118.7,02h21m54.590s,-04d11m19.07s,0.27057,,81116.055895,,1155.3,80.87,,VisS,,0.062,0.006999999999999999,2008MNRAS.386..697R,2008MNRAS.386..697R,0.001,0.4575838251803181,,2h21m54.589s,-4d11m18.99s,
PSc070003,WISEA J221209.95+004309.3,22h12m09.943s,+00d43m09.32s,0.13764,1e-05,41262.840115,1.7987549999999999,584.38,40.91,,G,,0.131,0.013999999999999999,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.003,0.4640095675598524,,22h12m09.952s,0d43m09.41s,
PSc070048,SSTSL2 J160404.03+541156.0,16h04m04.034s,+54d11m56.02s,,,,,,,,IrS,,0.024,0.003,2013SSTSLC4.2....0C,,0.013000000000000001,,,16h04m04.105s,54d11m55.5s,
PSc070054,WISEA J161145.16+551757.6,16h11m45.177s,+55d17m57.51s,0.44753999999999994,0.00014,134169.435243,40.77178,1916.96,134.19,,G,,0.02,0.002,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.018000000000000002,16.087036315898143,,16h11m45.287s,55d17m56.99s,
PSc070071,SDSS-II SN 05641,22h19m56.544s,-00d26m15.56s,0.373,,111822.6025,,1592.35,111.46,4.0,G,,0.19899999999999998,0.022000000000000002,2007SDSS6.C...0000:,2011ApJ...738..162S,0.257,119.63053678302894,,22h19m56.442s,-0d26m30.92s,
PSc070096,WISEA J161230.93+534832.8,16h12m30.922s,+53d48m32.72s,,,,,,,,G,,0.022000000000000002,0.002,2007SDSS6.C...0000:,,0.043,,,16h12m31.207s,53d48m33.16s,
PSc070175,WISEA J160736.72+544834.9,16h07m36.731s,+54d48m34.92s,,,,,,,,G,,0.022000000000000002,0.002,2007SDSS6.C...0000:,,0.013000000000000001,,,16h07m36.818s,54d48m35.15s,
PSc070470,SSTSL2 J021948.04-034211.0,02h19m48.040s,-03d42m10.73s,0.23026999999999997,,69032.919183,,982.64,68.79,,VisS,,0.053,0.006,2008MNRAS.386..697R,2008MNRAS.386..697R,0.009000000000000001,2.738884152721285,,2h19m48.006s,-3d42m10.47s,
PSc070530,WISEA J022509.74-050235.7,02h25m09.758s,-05d02m34.98s,0.30017,,89988.714725,,1282.12,89.75,,G,,0.07400000000000001,0.008,2008MNRAS.386..697R,2008MNRAS.386..697R,0.026000000000000002,9.652622546621396,,2h25m09.816s,-5d02m36.26s,
PSc070567,WISEA J221318.41+004845.9,22h13m18.422s,+00d48m45.89s,0.1704,0.00016,51084.342207,47.367215,724.68,50.73,,G,,0.107,0.012,2007SDSS6.C...0000:,2004SDSS2.C...0000:,0.011000000000000001,2.1507050508634,,22h13m18.456s,0d48m46.22s,
PSc070611,WISEA J161809.06+535817.2,16h18m09.067s,+53d58m17.24s,,,,,,,,IrS,,0.03,0.003,2013wise.rept....1C,,0.039,,,16h18m08.915s,53d58m19.13s,
PSc071007,WISEA J221537.47+011539.1,22h15m37.475s,+01d15m39.11s,,,,,,,,IrS,,0.115,0.013000000000000001,2013wise.rept....1C,,0.006999999999999999,,,22h15m37.447s,1d15m38.93s,
PSc071011,WISEA J221249.27-004224.4,22h12m49.263s,-00d42m24.77s,,,,,,,,G,,0.233,0.026000000000000002,2007SDSS6.C...0000:,,0.013999999999999999,,,22h12m49.28s,-0d42m25.59s,
PSc071032,WISEA J221913.24+005225.2,22h19m13.246s,+00d52m25.15s,0.2849,,85410.88325,,1215.02,85.05,,G,,0.187,0.021,2007SDSS6.C...0000:,2009A&A...495...53L,0.013999999999999999,5.013499156376398,,22h19m13.268s,0d52m25.93s,
PSc071113,WISEA J161144.14+550851.5,16h11m44.155s,+55d08m51.31s,,,,,,,,G,,0.019,0.002,2007SDSS6.C...0000:,,0.013999999999999999,,,16h11m44.234s,55d08m51.76s,
PSc071245,GALEXMSC J221502.92-005157.0  ,22h15m02.92s,-00d51m57.1s,,,,,,,,UvS,,0.325,0.036000000000000004,2012GMSC..C...0000S,,0.043,,,22h15m02.874s,-0d51m54.61s,
PSc080012,WISEA J221408.36-001006.7,22h14m08.388s,-00d10m06.40s,0.5261,,157720.83425,,2248.06,157.36,,G,,0.21899999999999997,0.024,2007SDSS6.C...0000:,2009A&A...495...53L,0.025,16.281563218753472,,22h14m08.482s,-0d10m06.88s,
PSc080034,WISEA J221524.68+003210.6,22h15m24.699s,+00d32m10.44s,0.53691,0.00011,160961.291382,33.876552000000004,2294.34,160.6,,G,,0.152,0.017,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.022000000000000002,14.14464167409559,,22h15m24.782s,0d32m10.68s,
PSc080064,PS1-10aeq,03h29m42.0710s,-27d52m38.111s,0.066,0.001,19786.305,299.7925,280.95,20.13,2.0,SN,,0.024,0.003,2014ApJ...795...44R,2014ApJ...795...44R,0.0,0.0013713301347973612,,3h29m42.071s,-27d52m38.11s,
PSc080146,WISEA J033119.16-265154.5,03h31m19.28s,-26d51m53.4s,,,,,,,,UvS,,0.021,0.002,2012GASC..C...0000S,,0.04,,,3h31m19.116s,-26d51m52.43s,
PSc080241,SSTSL2 J032832.45-280417.6,03h28m32.456s,-28d04m17.60s,,,,,,,,IrS,,0.025,0.003,2013SSTSLC4.2....0C,,0.004,,,3h28m32.442s,-28d04m17.73s,
PSc080252,SSTSL2 J022441.60-034700.0,02h24m41.587s,-03d46m59.74s,0.52757,,158160.330055,,2255.97,157.92,,VisS,,0.069,0.008,2008MNRAS.386..697R,2008MNRAS.386..697R,0.006999999999999999,4.58953970325982,,2h24m41.569s,-3d47m00.06s,
PSc080261,GALEXASC J033511.78-271147.7  ,03h35m11.78s,-27d11m47.7s,,,,,,,,UvS,,0.028999999999999998,0.003,2012GASC..C...0000S,,0.04,,,3h35m11.954s,-27d11m47.17s,
PSc080295,VVDS 020383031,02h24m43.452s,-04d09m34.63s,0.6218100000000001,,186413.974425,,2659.6,186.17,,G,,0.08,0.009000000000000001,2008MNRAS.386..697R,2008MNRAS.386..697R,0.009000000000000001,6.901217209122148,,2h24m43.481s,-4d09m34.94s,
PSc080296,WISEA J022148.91-035553.6,02h21m48.893s,-03d55m54.01s,0.46555,,139567.79879,,1990.32,139.32,,VisS,,0.065,0.006999999999999999,2008MNRAS.386..697R,2008MNRAS.386..697R,0.648,376.13560681583573,,2h21m49.682s,-3d55m16.97s,
PSc080343,SSTSL2 J033728.62-274323.7,03h37m28.622s,-27d43m23.75s,,,,,,,,IrS,,0.032,0.004,2013SSTSLC4.2....0C,,0.006999999999999999,,,3h37m28.646s,-27d43m23.52s,
PSc080363,WISEA J032638.76-275514.3,03h26m38.76s,-27d55m14.2s,,,,,,,,G,,0.03,0.003,1999MRSS..C...0000U,,0.013999999999999999,,,3h26m38.821s,-27d55m14.34s,
PSc080438,WISEA J033144.93-274056.2,03h31m44.951s,-27d40m56.63s,0.421,,126212.6425,,1801.36,126.1,,G,,0.024,0.003,2001A&A...377..442W,2004ApJS..155..271S,0.036000000000000004,18.916746798851733,,3h31m44.958s,-27d40m58.79s,
PSc080554,SSTSL2 J022100.04-034018.7,02h21m00.044s,-03d40m18.79s,,,,,,,,IrS,,0.062,0.006999999999999999,2013SSTSLC4.2....0C,,0.001,,,2h21m00.039s,-3d40m18.75s,
PSc080723,PS1-10ahk,02h19m56.7281s,-03d57m38.182s,0.431,0.001,129210.5675,299.7925,1842.33,129.03,2.0,SN,,0.055999999999999994,0.006,2014ApJ...795...44R,2014ApJ...795...44R,0.0,0.02238800309078252,,2h19m56.728s,-3d57m38.18s,
PSc080735,PS1-10ahl,22h15m29.6700s,+00d32m30.869s,0.635,0.001,190368.2375,299.7925,2714.44,190.06,1.0,SN,,0.15,0.016,2014ApJ...795...44R,2014ApJ...795...44R,0.0,0.01319385803599595,,22h15m29.67s,0d32m30.87s,
PSc080771,WISEA J032816.47-280849.2,03h28m16.470s,-28d08m49.24s,,,,,,,,IrS,,0.023,0.003,2013wise.rept....1C,,0.011000000000000001,,,3h28m16.421s,-28d08m49.41s,
PSc080772,WISEA J033135.89-281427.0,03h31m35.90s,-28d14m26.9s,,,,,,,,UvS,,0.026000000000000002,0.003,2012GASC..C...0000S,,0.004,,,3h31m35.901s,-28d14m27.1s,
PSc090107,WISEA J022257.97-041840.7,02h22m57.960s,-04d18m40.64s,0.237,,71050.8225,,1011.53,70.81,,G,,0.077,0.008,2008A&A...490..879T,2007A&A...474..473G,0.019,5.8633041940489825,,2h22m57.885s,-4d18m40.25s,
PSc090128,WISEA J022404.55-031334.6,02h24m04.540s,-03d13m34.82s,,,,,,,,IrS,,0.07400000000000001,0.008,2013SSTSLC4.2....0C,,0.023,,,2h24m04.603s,-3d13m33.83s,
PSc090196,WISEA J021925.71-043553.9,02h19m25.660s,-04d35m53.41s,0.35519,,106482.998282,,1517.65,106.24,,VisS,,0.057999999999999996,0.006,2008MNRAS.386..697R,2008MNRAS.386..697R,0.904,400.55953552345625,,2h19m24.164s,-4d35m03.99s,
PSc090275,PS1-10ayb,03h36m17.3011s,-28d03m05.440s,0.14,0.001,41970.95,299.7925,598.0,42.08,2.0,SN,,0.028999999999999998,0.003,2014ApJ...795...44R,2014ApJ...795...44R,0.0,0.004363323142221949,,3h36m17.301s,-28d03m05.44s,
PSc090966,SDSS J221256.82+010148.9,22h12m56.828s,+01d01m49.00s,,,,,,,,G,,0.099,0.011000000000000001,2007SDSS6.C...0000:,,0.067,,,22h12m56.579s,1d01m50.48s,
PSc091739,[NLS2017] J036.99331-04.02456 ,02h27m58.3944s,-04d01m28.425s,,,,,,,,IrS,,0.07400000000000001,0.008,2017ApJS..230....9N,,0.023,,,2h27m58.329s,-4d01m29.39s,
PSc100163,PS1-10blh,02h21m46.1621s,-05d09m05.760s,0.319,0.001,95633.8075,299.7925,1362.71,95.49,2.0,SN,,0.063,0.006999999999999999,2014ApJ...795...44R,2014ApJ...795...44R,0.0,0.009942143445491441,,2h21m46.162s,-5d09m05.76s,
PSc100164,WISEA J022128.92-050134.9,02h21m28.918s,-05d01m34.54s,0.39959,,119793.185698,,1707.84,119.55,,VisS,,0.06,0.006999999999999999,2008MNRAS.386..697R,2008MNRAS.386..697R,0.009000000000000001,4.319133715930233,,2h21m28.917s,-5d01m34.02s,
PSc100206,PS1-10blp,03h30m04.3620s,-28d15m24.091s,0.217,0.001,65054.9725,299.7925,927.67,65.08,2.0,SN,,0.022000000000000002,0.002,2014ApJ...795...44R,2014ApJ...795...44R,0.0,0.0045087672613792025,,3h30m04.362s,-28d15m24.09s,
PSc100405,PS1-10bmk,03h34m30.8520s,-27d19m14.092s,0.103,0.001,30878.6275,299.7925,439.49,31.06,2.0,SN,,0.031,0.003,2014ApJ...795...44R,2014ApJ...795...44R,0.0,0.004280212211541513,,3h34m30.852s,-27d19m14.09s,
PSc110014,WISEA J221827.63-000948.6,22h18m27.655s,-00d09m48.72s,0.328,,98331.94,,1399.63,97.97,,G,,0.24600000000000002,0.027000000000000003,2007SDSS6.C...0000:,2009A&A...495...53L,0.065,26.33981385855615,,22h18m27.834s,-0d09m45.94s,
PSc110476,WISEA J100518.59+020501.5,10h05m18.606s,+02d05m01.16s,,,,,,,,G,,0.09300000000000001,0.01,2007SDSS6.C...0000:,,0.039,,,10h05m18.648s,2d04m58.9s,
PSc110725,WISEA J084103.82+442914.1,08h41m03.842s,+44d29m14.03s,0.49772,0.0001,149213.02289300002,30.87862800000001,2134.13,149.39,,G,,0.064,0.006999999999999999,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.04,25.002520413303927,,8h41m03.877s,44d29m11.67s,
PSc120039,SDSS J095626.08+013206.5,09h56m26.081s,+01d32m06.57s,,,,,,,,G,,0.059000000000000004,0.006,2007SDSS6.C...0000:,,0.004,,,9h56m26.084s,1d32m06.38s,
PSc120111,zCOSMOS 838255,10h00m53.752s,+02d31m18.74s,0.4284,0.0002,128431.107,59.9585,1839.71,128.78,,G,,0.053,0.006,2007ApJS..172...70L,2007ApJS..172...70L,0.004,2.143687819955721,,10h00m53.74s,2d31m18.9s,
PSc120223,SDSS J095902.93+030736.5,09h59m02.935s,+03d07m36.51s,,,,,,,,G,,0.062,0.006999999999999999,2007SDSS6.C...0000:,,0.047,,,9h59m02.791s,3d07m38.38s,
PSc120706,WISEA J095843.06+022558.8,09h58m43.061s,+02d25m58.85s,0.33,,98931.525,,1418.27,99.28,,G,,0.057,0.006,2007SDSS6.C...0000:,2010ApJ...709..572K,0.03,12.182138066598434,,9h58m43.172s,2d25m59.47s,
PSc130145,SDSS J095949.54+032845.0,09h59m49.550s,+03d28m45.02s,,,,,,,,G,,0.066,0.006999999999999999,2007SDSS6.C...0000:,,0.016,,,9h59m49.558s,3d28m44.09s,
PSc130373,WISEA J141820.22+533839.6,14h18m20.218s,+53d38m39.68s,0.366,0.0,109724.055,0.0,1569.11,109.84,,G,,0.03,0.003,2007SDSS6.C...0000:,2005ApJS..158..161H,0.013999999999999999,9.387045018807996,,14h18m20.292s,53d38m39.14s,
PSc130391,WISEA J141145.64+541330.7,14h11m45.646s,+54d13m30.70s,0.36161,9e-05,108409.165095,26.981325,1550.36,108.53,,G,,0.036000000000000004,0.004,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.652,483.6428773463617,,14h11m41.445s,54d13m17.56s,
PSc131031,SDSS J140941.44+532058.4,14h09m41.446s,+53d20m58.45s,,,,,,,,G,,0.028999999999999998,0.003,2007SDSS6.C...0000:,,0.016,,,14h09m41.539s,53d20m58.92s,
PSc140210,RCS 06110703927,14h15m03.830s,+53d27m15.30s,0.204,0.0,61157.67,0.0,875.35,61.27,,G,,0.027000000000000003,0.003,2005ApJS..158..161H,2005ApJS..158..161H,0.062,24.140257305350165,,14h15m04.186s,53d27m17.28s,
PSc140214,SDSS J141413.84+534207.3,14h14m13.841s,+53d42m07.35s,,,,,,,,G,,0.027000000000000003,0.003,2007SDSS6.C...0000:,,0.008,,,14h14m13.815s,53d42m06.94s,
PSc140229,SDSS J122644.38+472328.4,12h26m44.381s,+47d23m28.41s,,,,,,,,G,,0.032,0.004,2007SDSS6.C...0000:,,0.01,,,12h26m44.345s,47d23m28.88s,
PSc140234,WISEA J140851.37+534936.3,14h08m51.362s,+53d49m36.29s,0.5110899999999999,0.00015,153221.54841,46.168045,2190.59,153.34,,G,,0.038,0.004,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.713,752.0611361215373,,14h08m46.699s,53d49m25.19s,
PSc150145,WISEA J122821.07+471719.6,12h28m21.08s,+47d17m19.3s,,,,,,,,UvS,,0.031,0.003,2012GASC..C...0000S,,0.025,,,12h28m21.218s,47d17m18.8s,
PSc150210,WISEA J095815.40+023100.2,09h58m15.414s,+02d31m00.36s,0.4749,0.0002,142371.45825,59.9585,2038.84,142.72,,G,,0.055999999999999994,0.006,2007SDSS6.C...0000:,2007ApJS..172...70L,0.168,99.3567148946361,,9h58m16.059s,2d30m57.57s,
PSc150234,WISEA J141104.94+523619.5,14h11m04.953s,+52d36m19.10s,,,,,,,,*,,0.033,0.004,2007SDSS6.C...0000:,,0.009000000000000001,,,14h11m04.974s,52d36m19.61s,
PSc150365,WISEA J161003.51+534902.0,16h10m03.496s,+53d49m01.98s,,,,,,,,G,,0.037000000000000005,0.004,2007SDSS6.C...0000:,,0.022000000000000002,,,16h10m03.587s,53d49m02.98s,
PSc150379,WISEA J160410.01+535823.8,16h04m09.967s,+53d58m23.80s,,,,,,,,G,,0.028999999999999998,0.003,2007SDSS6.C...0000:,,0.005,,,16h04m10.001s,53d58m23.75s,
PSc150515,WISEA J160437.82+551607.2,16h04m37.793s,+55d16m07.83s,,,,,,,,IrS,,0.018000000000000002,0.002,2013SSTSLC4.2....0C,,0.006,,,16h04m37.768s,55d16m08.12s,
PSc151005,WISEA J140915.50+522300.4,14h09m15.57s,+52d23m00.7s,,,,,,,,UvS,,0.045,0.005,2012GMSC..C...0000S,,0.018000000000000002,,,14h09m15.562s,52d23m01.74s,
PSc160028,WISEA J161323.19+535816.3,16h13m23.180s,+53d58m16.36s,,,,,,,,G,,0.022000000000000002,0.002,2007SDSS6.C...0000:,,0.012,,,16h13m23.246s,53d58m16.75s,
PSc160195,WISEA J161040.21+533926.2,16h10m40.223s,+53d39m25.91s,,,,,,,,G,,0.04,0.004,2007SDSS6.C...0000:,,0.013999999999999999,,,16h10m40.306s,53d39m26.32s,
PSc170254,SDSS J160854.10+535122.6,16h08m54.102s,+53d51m22.61s,,,,,,,,G,,0.036000000000000004,0.004,2007SDSS6.C...0000:,,0.008,,,16h08m54.049s,53d51m22.45s,
PSc170285,WISEA J161609.02+540829.4,16h16m09.027s,+54d08m29.40s,,,,,,,,G,,0.025,0.003,2007SDSS6.C...0000:,,0.043,,,16h16m09.313s,54d08m30.04s,
PSc170539,WISEA J221753.76+012231.5,22h17m53.772s,+01d22m31.18s,,,,,,,,IrS,,0.139,0.015,2006AJ....131.1163S,,0.256,,,22h17m54.529s,1d22m41.5s,
PSc170558,WISEA J221845.79+012155.6,22h18m45.794s,+01d21m55.66s,,,,,,,,IrS,,0.19,0.021,2013wise.rept....1C,,0.006,,,22h18m45.773s,1d21m55.85s,
PSc180255,[LYY2017] 062474,22h14m56.447s,+00d32m38.03s,0.41,0.0,122914.925,0.0,1750.82,122.56,,G,,0.147,0.016,2017AJ....153...53L,2017AJ....153...53L,0.024,12.263917148073668,,22h14m56.395s,0d32m39.24s,
PSc180329,SDSS J221719.85+011531.0,22h17m19.851s,+01d15m31.04s,,,,,,,,G,,0.133,0.015,2007SDSS6.C...0000:,,0.1,,,22h17m20.245s,1d15m31.9s,
PSc190062,[LYY2017] 078603,22h15m26.262s,+00d41m19.43s,0.32,0.0,95933.6,0.0,1365.37,95.58,,G,,0.161,0.018000000000000002,2017AJ....153...53L,2017AJ....153...53L,0.564,225.1520796886116,,22h15m25.461s,0d40m47.77s,
PSc190230,WISEA J221545.09+002522.2,22h15m45.085s,+00d25m22.23s,,,,,,,,G,,0.152,0.017,2007SDSS6.C...0000:,,0.055999999999999994,,,22h15m44.873s,0d25m21.14s,
PSc190269,SDSS J222004.33-001414.7,22h20m04.335s,-00d14m14.73s,,,,,,,,G,,0.179,0.02,2007SDSS6.C...0000:,,0.013999999999999999,,,22h20m04.279s,-0d14m15s,
